"Abstract","Application","Comparison","Complement","Country","DOI/PMID/Link","First Author","ID","Journal","Last Author","Model","Other Authors","Primary Topic","Publish Year","Rank","Secondary Topic","Tertiary Topic","Title","Vehicle","pH"
"Background: Kawasaki disease (KD) is a syndrome primarily affecting young children, typically under the age of five, and is characterized by the development of acute vasculitis. Through extensive research conducted on both murine and human subjects, it has been demonstrated that heightened levels of reactive oxygen species (ROS) play a pivotal role in the development of KD, especial coronary artery lesions (CALs). Hydrogen gas exhibits potent antioxidant properties that effectively regulate ROS production and the inflammatory response. Methods: We used Lactobacillus casei cell wall extract (LCWE)-induced vasculitis in mice as an animal model of KD and treated the mice with hydrogen gas inhalation. Results: We observed significant dilatation and higher Z scores in the left coronary artery (LCA) in D21 and D28 in mice after LCWE treatment compared to the control group (p < 0.001) and a significant resolution of LCA diameters (p < 0.01) and Z scores (p < 0.01) after treatment with inhaled hydrogen gas. We further demonstrated that serum IL-6 expression was higher in mice after LCWE treatment (p < 0.01) and IL-6 significantly decreased after inhaled hydrogen gas therapy (p < 0.001). Conclusion: According to our literature review, this is the first report where hydrogen gas inhalation has been demonstrated to be effective for the treatment of coronary artery dilatation in a KD murine model.","Inhalation","","","Taiwan","10.3390/life14070796","Shih, Wen-Ling","1397","Life","Kuo, Ho-Chang","Mouse","Yeh, Tsung-Ming; Chen, Kuang-Den; Leu, Steve; Liu, Shih-Feng; Huang, Ying-Hsien","Heart","2024","Positive","Vasculitis","Kawasaki Disease","Hydrogen Gas Inhalation Treatment for Coronary Artery Lesions in a Kawasaki Disease Mouse Model","Has","N/A"
"(1) Background: The diversity of blood biomarkers used to assess the metabolic mechanisms of hydrogen limits a comprehensive understanding of its effects on improving exercise performance. This study evaluated the impact of hydrogen-rich gas (HRG) on metabolites following sprint-interval exercise using metabolomics approaches, aiming to elucidate its underlying mechanisms of action. (2) Methods: Ten healthy adult males participated in the Wingate Sprint-interval test (SIT) following 60 min of HRG or placebo (air) inhalation. Venous blood samples were collected for metabolomic analysis both before and after gas inhalation and subsequent to completing the SIT. (3) Results: Compared with the placebo, HRG inhalation significantly improved mean power, fatigue index, and time to peak for the fourth sprint and significantly reduced the attenuation values of peak power, mean power, and time to peak between the first and fourth. Metabolomic analysis highlighted the significant upregulation of acetylcarnitine, propionyl-L-carnitine, hypoxanthine, and xanthine upon HRG inhalation, with enrichment pathway analysis suggesting that HRG may foster fat mobilization by enhancing coenzyme A synthesis, promoting glycerophospholipid metabolism, and suppressing insulin levels. (4) Conclusions: Inhaling HRG before an SIT enhances end-stage anaerobic sprint capabilities and mitigates fatigue. Metabolomic analysis suggests that HRG may enhance ATP recovery during interval stages by accelerating fat oxidation, providing increased energy replenishment for late-stage sprints.","Inhalation","","","China","10.3390/nu16142341","Dong, Gengxin","1398","Nutrients","Zhou, Junhong","Human","Liu, Haiyan; Chen, Yunji; Bao, Dapeng; Xu, Wentao","Whole Body","2024","Positive","Excercise","Performance Enhancement","Hydrogen-Rich Gas Enhanced Sprint-Interval Performance: Metabolomic Insights into Underlying Mechanisms","Gas","N/A"
"Heat stress (HS) can cause damage to the organism, especially the intestinal tract. In this paper, we investigated the effects of the combined action of tea polyphenols (TP) and hydrogen-rich electrolyzed water (HRW) on HS in mice. The combination of HRW feeding and TP of intraperitoneal injection was screened by in vitro antioxidant activity assay. The results revealed that the combined treatment was more helpful in alleviating the effects of HS on the behavior, growth performance, oxidative damage, and intestinal tract of mice compared with the respective treatments of TP and HRW (P < 0.05). Additionally, the combined treatment could repair HS-induced intestinal dysbiosis in mice, augmenting the number and abundance of bacteria, increasing the number of beneficial genera (Lachnospiraceae_NK4A136_group and Lactobacillus), and decreasing the number of harmful genera (Desulfovibrio and Enterorhabdus), and the effect was significantly better than that of individual treatment (P < 0.05). In conclusion, the combined treatment of TP and HRW effectively mitigates the adverse effects of HS on mouse behavior, growth performance, oxidative damage, and intestinal dysbiosis, surpassing the efficacy of individual treatments with TP or HRW alone.","Ingestion","","Tea polyphenols","China","10.1016/j.jtherbio.2024.103921","Zang, Yao","1399","Journal of Thermal Biology","Zang, Yitian","Mouse","Zhang, Beibei; Zhang, Guosheng; Hu, Jie; Shu, Dengqun; Han, Jiahong; Hu, Mengzhen; Tu, Mingming; Qiao, Wenduo; Liu, Renxin","Intestine","2024","Positive","Gut Microbiome","Oxidative Stress","Effects of combined treatment with hydrogen-rich electrolyzed water and tea polyphenols on oxidative stress, intestinal injury and intestinal flora disruption in heat-stressed mice","Water (Electrolysis)","Neutral"
"Hypoxia-ischaemia (HI) can induce the death of cerebrovascular constituent cells through oxidative stress. Hydrogen is a powerful antioxidant which can activate the antioxidant system. A hypoxia-ischaemia brain damage (HIBD) model was established in 7-day-old SD rats. Rats were treated with different doses of hydrogen-rich water (HRW), and brain pericyte oxidative stress damage, cerebrovascular function and brain tissue damage were assessed. Meanwhile, in vitro-cultured pericytes were subjected to oxygen-glucose deprivation and treated with different concentrations of HRW. Oxidative injury was measured and the molecular mechanism of how HRW alleviated oxidative injury of pericytes was also examined. The results showed that HRW significantly attenuated HI-induced oxidative stress in the brain pericytes of neonatal rats, partly through the Nrf2-HO-1 pathway, further improving cerebrovascular function and reducing brain injury and dysfunction. Furthermore, HRW is superior to a single-cell death inhibitor for apoptosis, ferroptosis, parthanatos, necroptosis and autophagy and can better inhibit HI-induced pericyte death. The liver and kidney functions of rats were not affected by present used HRW dose. This study elucidates the role and mechanism of hydrogen in treating HIBD from the perspective of pericytes, providing new theoretical evidence and mechanistic references for the clinical application of hydrogen in neonatal HIE.","Ingestion","","","China","10.1111/jcmm.18505","Li, Hui","1400","Journal of Cellular and Molecular Medicine","Qu, Yi","Rat","Sun, Hao; Li, Shiping; Huang, Lingyi; Zhang, Mingfu; Wang, Shaopu; Liu, Qian; Ying, Junjie; Zhao, Fengyan; Su, Xiaojuan; Mi, Dezhi","Brain","2024","Positive","Brain Injury","Hypoxia-Ischemia","Hydrogen alleviates hypoxic-ischaemic brain damage in neonatal rats by inhibiting injury of brain pericytes","Water (Electrolysis)","Neutral"
"Background: As a subtype of pulmonary hypertension (PH), pulmonary veno-occlusive disease (PVOD) is devastating and life-threatening disease without effective therapy. Hydrogen has been reported to exhibits antioxidant and anti-inflammatory effects in a rat model induced by monocrotaline of PH. In this study, we investigated the effects of inhaled hydrogen gas on the prevention and treatment of PVOD induced by mitomycin C (MMC) in rats. Methods: PVOD was induced in female Sprague-Dawley rats through intraperitoneal injection of MMC at a concentration of 3 mg·kg- 1·wk- 1 for 2 weeks. Inhalation of hydrogen gas (H2) was administered through a designed rat cage concurrently or two weeks after MMC administration. The severity of PVOD was assessed by using hemodynamic measurements and histological analysis. The expression levels of general control nonderepressible 2 (GCN2), nuclear factor erythroid 2-related factor-2 (Nrf2), heme oxygenase-1 (HO-1) and endothelial-to-mesenchymal transition (EndoMT) related proteins in lung tissue were measured. Levels of lipid peroxidation pro-inflammatory cytokines in serum were determined. Results: Inhaled H2 improved hemodynamics and right heart function, reversed right ventricular hypertrophy, and prevented pulmonary vessel reconstitution in both prevention and treatment approaches. It decreased malondialdehyde (MDA) levels in the serum and the expression of NADPH oxidase 1 (NOX-1) in lung tissue. It regulated Nrf2/HO-1 signaling pathway and anti-inflammatory factor GCN2 in lung tissue, accompanied by a decrease in macrophages and pro-inflammatory cytokines. Our data suggested that H2 inhalation effectively countered EndoMT induced by MMC, as evidenced by the detection of endothelial markers (e.g., VE-cadherin and CD31) and mesenchymal markers (e.g., vimentin and fibronectin). Further research revealed that H2 preserved p-Smad3 and induced p-Smad1/5/9. Conclusion: Inhalation of H2 effectively inhibits the pathogenesis of PVOD induced by MMC in rats. This inhibitory effect may be attributed to the antioxidant and anti-inflammatory properties of H2.","Inhalation","","","China","10.1186/s12931-024-02906-y","Zhang, Chenting","1401","Respiratory Research","Wang, Jian","Rat","Xing, Yue; Wu, Xuefen; Jiang, Qian; Luo, Xiaoyun; He, Wei; Liu, Shiyun; Lu, Wenju","Heart","2024","Positive","Hypertension","Pulmonary veno-occlusive disease","Inhalation of hydrogen gas protects against mitomycin-induced pulmonary veno-occlusive disease","Gas","N/A"
"The coronavirus disease 2019 (COVID-19) pandemic, caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has triggered a serious global health crisis, resulting in millions of reported deaths since its initial identification in China in November 2019. The global disparities in immunization access emphasize the urgent need for ongoing research into therapeutic interventions. This study focuses on the potential use of molecular dihydrogen (H2) inhalation as an adjunctive treatment for COVID-19. H2 therapy shows promise in inhibiting intracellular signaling pathways associated with inflammation, particularly when administered early in conjunction with nasal oxygen therapy. This phase I study, characterized by an open-label, prospective, monocentric, and single ascending-dose design, seeks to assess the safety and tolerability of the procedure in individuals with confirmed SARS-CoV-2 infection. Employing a 3 + 3 design, the study includes three exposure durations (target durations): 1 day (D1), 3 days (D2), and 6 days (D3). We concluded that the maximum tolerated duration is at least 3 days. Every patient showed clinical improvement and excellent tolerance to H2 therapy. To the best of our knowledge, this phase I clinical trial is the first to establish the safety of inhaling a mixture of H2 (3.6%) and N2 (96.4%) in hospitalized COVID-19 patients. The original device and method employed ensure the absence of explosion risk. The encouraging outcomes observed in the 12 patients included in the study justify further exploration through larger, controlled clinical trials.","Inhalation","","","France","10.1128/aac.00573-24","Salomez-Ihl, C.","1402","Antimicrobial Agents and Chemotherapy","Brion, J.P.","Human","Giai, J.; Barbado, M.; Paris, A.; Touati, S.; Alcaraz, J.P.; Tanguy, S.; Leroy, C.; Lehmann, A.; Degano, B.; Gavard, M.; Bedouch, P.; Pavese, P.; Moreau-Gaudry, A.; Roustit, M.; Boucher, F.; Cinquin, P.","Whole Body","2024","Positive","SARS/COVID","Inflammation","H2 inhalation therapy in patients with moderate COVID-19 (H2COVID): a prospective ascending-dose phase I clinical trial","Gas","N/A"
"Reactive Oxygen Species (ROS) play a key role in physiological processes. However, the imbalance between ROS and antioxidants in favor of the former causes oxidative stress linked to numerous pathologies. Due to its unique attributes, including distinguished permeability and selective antioxidant capability, molecular hydrogen (H2) has become an essential therapeutic agent. Hydrogen Inhalation Therapy (HIT) has come to light as a promising strategy to counteract oxidative stress. In this randomized controlled study, we aimed to evaluate the effectiveness of HIT in reducing blood ROS levels. 37 participants with elevated ROS levels (d-ROMs value > 350 U.CARR) were enrolled in the study. Participants were divided into test and control groups. The test group participants received HIT, and then their blood ROS levels were measured immediately post-treatment and after 24 h. Their results were compared to those of the control group participants who did not undergo HIT. The test group demonstrated a significant reduction in blood ROS levels after the treatment. These findings suggested the efficacy of HIT in reducing oxidative stress.","Inhalation","","","United Arab Emirates","10.1016/j.freeradbiomed.2024.07.010","Chair, Mohamed","1403","Free Radical Biology and Medicine","Degheidy, Tamer","Human","Al Aani, Hashem; Fahrioglu, Sevda Lafci; Ben Hamda, Cherif; Fahrioglu, Umut","Whole Body","2024","Positive","Hydrogen Biology","ROS-Scavenging","The impact of hydrogen inhalation therapy on blood reactive oxygen species levels: A randomized controlled study","Gas","N/A"
"Aim: The objective of this study was to evaluate the potential of hydrogen in preventing and treating psychiatric symptoms, particularly depressed mood and loss of interest, and to explore its underlying mechanisms. A mouse model exhibiting inflammation-derived depressive symptoms was used for the investigation. Methods: Institute of Cancer Research mice were subjected to a 7-day intervention of either 30% hydrogen or 40 g per day of air via jelly intake. On the final day, lipopolysaccharide (LPS) was intraperitoneally administered at 5 mg/kg to induce inflammation-related depressive symptoms. Behavioral and biochemical assessments were conducted 24 h post-LPS administration. Results: Following LPS administration, a decrease in spontaneous behavior was observed; however, this effect was mitigated in the group treated with hydrogen. The social interaction test revealed a significant reduction in interactions with unfamiliar mice in the LPS-treated group, whereas the hydrogen-treated group exhibited no such decrease. No significant changes were noted in the forced-swim test for either group. Additionally, the administration of LPS in the hydrogen group did not result in a decrease in zonula occludens-1, a biochemical marker associated with barrier function at the cerebrovascular barrier and expressed in tight junctions. Conclusion: Hydrogen administration demonstrated a preventive effect against the LPS-induced loss of interest, suggesting a potential role in symptom prevention. However, it did not exhibit a suppressive effect on depressive symptoms in this particular model. These findings highlight the nuanced impact of hydrogen in the context of inflammation-induced psychiatric symptoms, indicating potential avenues for further exploration and research.","Ingestion","","","Japan","10.1002/pcn5.70000","Koga, Minori","1404","PCN Reports: Psychiatry and Clinical Neurosciences","Toda, Hiroyuki","Mouse","Sato, Mayumi; Nakagawa, Ryuichi; Tokuno, Shinichi; Asai, Fumiho; Maezawa, Yuri; Nagamine, Masanori; Yoshino, Aihide","Brain","2024","Positive","Depression","Inflammation","Molecular hydrogen supplementation in mice ameliorates lipopolysaccharide-induced loss of interest","Gas","N/A"
"Hydrogen-rich water (HRW) is a beverage containing a high concentration of hydrogen that has been researched for its antioxidant, anti-apoptotic, and anti-inflammatory properties in asthma. This study investigates the potential therapeutic impact of HRW on the gut-lung axis. Using 16S rRNA and serum metabolomics, we examined changes in gut microbiota and serum metabolites in asthmatic mice after HRW intervention, followed by validation experiments. The findings revealed that HRW influenced gut microbiota by increasing Ligilactobacillus and Bifidobacterium abundance and enhancing the presence of indole-3-acetic acid (IAA), a microbially derived serum metabolite. Both in vivo and in vitro experiments showed that HRW's protective effects against airway inflammation in asthmatic mice may be linked to the gut microbiota, with IAA potentially playing a role in reducing asthmatic airway inflammation through the aryl hydrocarbon receptors (AhR) signaling pathway. In summary, HRW can modify gut microbiota, increase Bifidobacterium abundance, elevate microbial-derived IAA levels, and activate AhR, which could potentially alleviate inflammation in asthma.","Ingestion","","","China","10.1016/j.freeradbiomed.2024.08.009","Li, Li","1405","Free Radical Biology & Medicine","Shang, Yan","Mouse","Xu, Ziqian; Ni, Haoran; Meng, Yesong; Xu, Yongzhuang; Xu, Hao; Zheng, Yuyang; Zhang, Yi; Xue, Geng","Lung","2024","Positive","Asthma","Gut Microbiome","Hydrogen-rich water alleviates asthma airway inflammation by modulating tryptophan metabolism and activating aryl hydrocarbon receptor via gut microbiota regulation","Water (Electrolysis)","Neutral"
"Background. Due to its antioxidant, anti-inflammatory, anti-apoptosis, and anti-fatigue properties, molecular hydrogen (H2) is potentially a novel therapeutic nutrient for patients with coronavirus acute disease 2019 (COVID-19). We determined the efficacy and safety profile of hydrogen-rich water (HRW) to reduce the risk of COVID-19 progression. Methods: We also conducted a phase 3, triple-blind, randomised, placebo-controlled trial to evaluate treatment with HRW initiated within 5 days after the onset of signs or symptoms in primary care patients with mild-to-moderate, laboratory-confirmed COVID-19. Participants were randomised to receive HRW or placebo twice daily for 21 days. The incidence of clinical worsening and adverse events were the primary endpoints. Results: A total of 675 participants were followed up to day 30. HRW was not superior to placebo in preventing clinical worsening at day 14: in H2 group, 46.1% in the H2 group, 43.5% in the placebo group, hazard ratio 1.09, 90% confidence interval [0.90-1.31]. One death was reported at day 30 in the H2 group and two in the placebo group at day 30. Adverse events were reported in 91 (27%) and 89 (26.2%) participants, respectively. Conclusions: HRW taken twice daily from the onset of COVID-19 symptoms for 21 days did not reduce clinical worsening.","Ingestion","","","France","10.3390/jcm13154308","Gaboreau, Yoann","1406","Journal of Clinical Medicine","Bosson, Jean-Luc","Human","Milovancev, Aleksandra; Rolland, Carole; Eychenne, Claire; Alcaraz, Jean-Pierre; Ihl, Cordelia; Mazet, Roseline; Boucher, Francois; Vermorel, Celine; Ostojic, Sergej M.; Borel, Jean-Christian; Cinquin, Philippe","Lung","2024","Neutral","SARS/COVID","Oxidative Stress","Molecular Hydrogen for Outpatients with COVID-19 (Hydro-COVID): A Phase 3 Randomised, Triple-Blinded, Pragmatic, Placebo-Controlled, Multicentre Trial","Water (Electrolysis)","Neutral"
"Objective: The Efficacy of Inhaled Hydrogen on Neurologic Outcome Following Brain Ischemia During Post-Cardiac Arrest Care (HYBRID) II trial (jRCTs031180352) suggested that hydrogen inhalation may reduce post-cardiac arrest brain injury (PCABI). However, the combination of hypothermic target temperature management (TTM) and hydrogen inhalation on outcomes is unclear. The aim of this study was to investigate the combined effect of hydrogen inhalation and hypothermic TTM on outcomes after out-of-hospital cardiac arrest (OHCA). Design: Post hoc analysis of a multicenter, randomized, controlled trial. Setting: Fifteen Japanese ICUs. Patients: Cardiogenic OHCA enrolled in the HYBRID II trial. Interventions: Hydrogen mixed oxygen (hydrogen group) versus oxygen alone (control group). Measurements and main results: TTM was performed at a target temperature of 32-34°C (TTM32-TTM34) or 35-36°C (TTM35-TTM36) per the institutional protocol. The association between hydrogen + TTM32-TTM34 and 90-day good neurologic outcomes was analyzed using generalized estimating equations. The 90-day survival was compared between the hydrogen and control groups under TTM32-TTM34 and TTM35-TTM36, respectively. The analysis included 72 patients (hydrogen [ n = 39] and control [ n = 33] groups) with outcome data. TTM32-TTM34 was implemented in 25 (64%) and 24 (73%) patients in the hydrogen and control groups, respectively ( p = 0.46). Under TTM32-TTM34, 17 (68%) and 9 (38%) patients achieved good neurologic outcomes in the hydrogen and control groups, respectively (relative risk: 1.81 [95% CI, 1.05-3.66], p < 0.05). Hydrogen + TTM32-TTM34 was independently associated with good neurologic outcomes (adjusted odds ratio 16.10 [95% CI, 1.88-138.17], p = 0.01). However, hydrogen + TTM32-TTM34 did not improve survival compared with TTM32-TTM34 alone (adjusted hazard ratio: 0.22 [95% CI, 0.05-1.06], p = 0.06). Conclusions: Hydrogen + TTM32-TTM34 was associated with improved neurologic outcomes after cardiogenic OHCA compared with TTM32-TTM34 monotherapy. Hydrogen inhalation is a promising treatment option for reducing PCABI when combined with TTM32-TTM34.","Inhalation","","Hypothermia","Japan","10.1097/CCM.0000000000006395","Tamura, Tomoyoshi","1407","Critical Care Medicine","Efficacy of Inhaled Hydrogen on Neurologic Outcome Following Brain Ischemia During PostCardiac Arrest Care (HYBRID II) Study Group","Human","Narumiya, Hiromichi; Homma, Koichiro; Suzuki, Masaru","Brain","2024","Positive","Cardiac Arrest","Ischemia-Reperfusion (I/R) Injury","Combination of Hydrogen Inhalation and Hypothermic Temperature Control After Out-of-Hospital Cardiac Arrest: A Post hoc Analysis of the Efficacy of Inhaled Hydrogen on Neurologic Outcome Following Brain Ischemia During PostCardiac Arrest Care II Trial","Gas","N/A"
"The gut-brain axis mediates the interaction pathway between microbiota and opioid addiction. In recent years, many studies have shown that molecular hydrogen has therapeutic and preventive effects on various diseases. This study aimed to investigate whether molecular hydrogen could serve as pharmacological intervention agent to reduce risks of reinstatement of opioid seeking and explore the mechanism of gut microbiota base on animal experiments and human studies. Morphine-induced conditioned place preference (CPP) was constructed to establish acquisition, extinction, and reinstatement stage, and the potential impact of H2 on the behaviors related to morphine-induced drug extinction was determined using both free accessible and confined CPP extinction paradigms. The effects of morphine on microbial diversity and composition of microbiota, as well as the subsequent changes after H2 intervention, were assessed using 16 S rRNA gene sequencing. Short-Chain Fatty Acids (SCFAs) in mice serum were detected by gas chromatography-mass spectrometry (GC-MS). Meanwhile, we also conducted molecular hydrogen intervention and gut microbiota testing in opioid-addicted individuals. Our results revealed that molecular hydrogen could enhance the extinction of morphine-related behavior, reducing morphine reinstatement. Gut microbes may be a potential mechanism behind the therapeutic effects of molecular hydrogen on morphine addiction. Additionally, molecular hydrogen improved symptoms of depression and anxiety, as well as gut microbial features, in individuals with opioid addiction. This study supports molecular hydrogen as a novel and effective intervention for morphine-induced addiction and reveals the mechanism of gut microbiota.","Inhalation","","","China","10.1016/j.biopha.2024.117273","Xie, Bing","1408","Biomedicine & Pharmacotherapy","Wen, Di","Human","Wang, Yong; Lu, Yun; Wang, Mengmeng; Hui, Rongji; Yu, Hailei; Li, Wenbo; Zhang, Ludi; Yu, Feng; Ni, Zhiyu; Cong, Bin; Ma, Chunling","Brain","2024","Positive","Addiction","Gut Microbiome","A novel intervention of molecular hydrogen on the unbalance of the gut microbiome in opioid addiction: Experimental and human studies","Gas","N/A"
"Introduction: Brain edema is a life-threatening complication that occurs after glioma surgery. There are no noninvasive and specific treatment methods for brain edema. Hydrogen is an anti-inflammatory and antioxidant gas that has demonstrated therapeutic and preventative effects on several diseases, particularly in the nervous system. This study aimed to determine the therapeutic effects of hydrogen administration on brain edema following glioma surgery and elucidate its mechanism. Methods: A single-center, randomized controlled clinical trial of hydrogen inhalation was conducted (China Clinical Trial Registry [ChiCTR-2300074362]). Participants in hydrogen (H) group that inhaled hydrogen experienced quicker alleviation of postoperative brain edema compared with participants in control (C) group that inhaled oxygen. Results: The volume of brain edema before discharge was significantly lower in the H group (p < 0.05). Additionally, the regression rate of brain edema was higher in the H group than in the C group, which was statistically significant (p < 0.05). Furthermore, 3 days after surgery, the H group had longer total sleep duration, improved sleep efficiency, shorter sleep latency, and lower numerical rating scale (NRS) scores (p < 0.05). Discussion: In conclusion, hydrogen/oxygen inhalation effectively reduced postoperative brain edema in glioma patients. Further research is necessary to understand the underlying mechanisms of hydrogen's therapeutic effects. Hydrogen is expected to become a new target for future adjuvant therapy for brain edema.","Inhalation","","","China","10.3389/fneur.2024.1413904","Wu, Fan","1409","Frontiers in Neurology","Wang, Baoguo","Human","Liang, Tao; Liu, Yang; Wang, Chenhuil Sun, Yongxing","Brain","2024","Positive","Cancer","Surgery/Transplantation","Effects of perioperative hydrogen inhalation on brain edema and prognosis in patients with glioma: a single-center, randomized controlled study","Gas","N/A"
"Background: Hydrogen gas and microalgae both exist in the natural environment. We aimed to integrate hydrogen gas and biology nano microalgae together to expand the treatment options in sepsis. Methods: Phosphoproteomics, metabolomics and proteomics data were obtained from mice undergoing cecum ligation and puncture (CLP) and inhalation of hydrogen gas. All omics analysis procedure were accordance with standards. Multi R packages were used in single cell and spatial transcriptomics analysis to identify primary cells expressing targeted genes, and the genes' co-expression relationships in sepsis related lung landscape. Then, network pharmacology method was used to identify candidate drugs. We used hydrophobic-force-driving self-assembly method to construct dihydroquercetin (DQ) nanoparticle. To cooperate with molecular hydrogen, ammonia borane (B) was added to DQ surface. Then, Chlorella vulgaris (C) was used as biological carrier to improve self-assembly nanoparticle. Vivo and vitro experiments were both conducted to evaluate anti-inflammation, anti-ferroptosis, anti-infection and organ protection capability. Results: As a result, we identified Esam and Zo-1 were target phosphorylation proteins for molecular hydrogen treatment in lung. Ferroptosis and glutathione metabolism were two target pathways. Chlorella vulgaris improved the dispersion of DQB and reconstructed morphological features of DQB, formed DQB@C nano-system (size = 307.3 nm, zeta potential = -22mv), with well infection-responsive hydrogen release capability and biosafety. In addition, DQB@C was able to decrease oxidative stress and inflammation factors accumulation in lung cells. Through increasing expression level of Slc7a11/xCT and decreasing Cox2 level to participate with the regulation of ferroptosis. Also, DQB@C played lung and multi organ protection and anti-inflammation roles on CLP mice. Conclusion: Our research proposed DQB@C as a novel biology nano-system with enormous potential on treatment for sepsis related acute lung injury to solve the limitation of hydrogen gas utilization in clinics.","In Vivo Biotic Production","","Chlorella vulgaris","China","10.1016/j.mtbio.2024.101247","Wang, Yuanlin","1410","Materials Today Bio","Yu, Yonghao","Cell Culture","Han, Qingqing; Liu, Lingling; Wang, Shuai; Li, Yongfa; Qian, Zhanyingl Jiang, Yi","Whole Body","2024","Positive","Sepsis","Novel Therapy","Natural hydrogen gas and engineered microalgae prevent acute lung injury in sepsis","Gas (Sustained Release)","N/A"
"Rheumatoid arthritis, characterized by the abnormal proliferation of synovial cells and extensive macrophage infiltration, is a chronic inflammatory disease. Molecular hydrogen, known for its antioxidant properties, has shown promise in eliminating reactive oxygen species. However, the low solubility and bioavailability of hydrogen limit the effectiveness of this therapy. To overcome these issues, we developed a novel yolk-shell heterostructure, H-AAZS (Au/Ag@ZnS modified hyaluronic acid), utilizing a hydrothermal cation exchange process. Through ion doping, semiconductor hybridization, and Schottky barriers in H-AAZS, photocatalysis for hydrogen generation has been successfully implemented using 660 nm laser irradiation. Additionally, the H-AAZS demonstrate the capacity for mild photothermal therapy, inducing apoptosis in synovial cells with Au's hot electrons with 660 nm laser irradiation. This strategy not only improves the abnormal proliferation of synovial cells but also avoids the exacerbation of inflammation caused by thermal stimulation. Both in vitro and in vivo experiments validate the synergistic effects of hydrogen production mediated anti-inflammatory responses, macrophage polarization and photothermal therapy. Therefore, this work represents a significant advancement as it ingeniously harnesses photocatalysis to modulate the synovial microenvironment while mitigating the side effects associated with photothermal therapy. This nanocrystal provides new and valuable insights into the potential treatment of Rheumatoid arthritis.","Implantation","","Hyaluronic Acid","China","10.1016/j.ijbiomac.2024.135929","Chao, Minghao","1411","International Journal of Biological Macromolecules","Gao, Fenglei","Cell Culture","Huang, Yuqi; Zhou, Peng; Wu, Guoquan; Ren, Yiping; Yan, Hanrong; Dong, Shuqing; Yan, Xiang; Chen, Hongliang","Bone","2024","Positive","Rheumatoid Arthritis (RA)","Oxidative Stress","Au/Ag@ZnS yolk-shell photocatalysts enhanced with noble metals and hyaluronic acid for efficient hydrogen production in rheumatoid arthritis therapy","Gas (Sustained Release)","N/A"
"Background: Persistent inflammation over time can cause gradual harm to the body. Molecular hydrogen has the potential to specifically counteract reactive oxygen species (ROS), reduce disease severity, and enhance overall health. Investigations of the anti-inflammatory and antioxidant properties of oral solid hydrogen capsules (OSHCs) are currently limited, prompting our examination of the beneficial effects of OSHCs. Subsequently, we conducted a clinical study to assess the impact of OSHCs supplementation on individuals with chronic inflammation. Materials and methods: Initially, we evaluated the oxidative reduction potential (ORP) properties of the OSHCs solution by comparing it to hydrogen-rich water (HRW) and calcium hydride (CaH2) treated water. In our outpatient department, stable patients with chronic illnesses who were treated with varying doses of OSHCs were randomized into low-, medium-, and high-dose groups for 4 weeks. Primary outcomes included changes in the serum erythrocyte sedimentation rate (ESR) and C-reactive protein (CRP) concentrations after four weeks of OSHCs consumption. Secondary outcomes included changes in the Brief Fatigue Inventory-Taiwan (BFI-T) fatigue scale, Control Status Scale for Diabetes (CSSD70) scores, and Disease Activity Score 28 (DAS28). Results: Compared to HRW and CaH2, OSHCs demonstrated a prolonged reduction in ORP for 60 minutes in vitro and enabled a regulated release of hydrogen over 24 hours. A total of 30 participants, with 10 in each dosage (low/medium/high) group, completed the study. The average ESR120 significantly decreased from the first week to the fourth week, with a noticeable dose effect (low-dose group, p = 0.494; high-dose group, p = 0.016). Overall, the average CRP concentration showed a distinct decreasing trend after four weeks of OSHCs administration (w0 vs. w4, p = 0.077). The average DAS28 score demonstrated a significant decrease following OSHCs treatment. Furthermore, there were improvements in the BFI-T and CSSD70 scores. Conclusion: OSHCs supplementation may exert anti-inflammatory and antioxidant effects on individuals with chronic inflammation. However, further clinical studies could be investigated to explore the potential therapeutic effects of OSHCs.","Ingestion","","","Taiwan","10.7150/ijms.101114","Lu, Kuo-Cheng","1412","International Journal of Medical Sciences","Hsiao, Po-Jen","Human","Shen, Min-Chung; Wang, Reui-Lin; Chen, Wen-Wen; Chiu, Szu-Han; Kao, Yung-His; Liu, Feng-Cheng","Whole Body","2024","Positive","Hydrogen Biology","Inflammation","Using oral molecular hydrogen supplements to combat microinflammation in humans: a pilot observational study","Gas (Sustained Release)","N/A"
